id,publication_year,B,C,D,E,F,G,H,num_applications,num_patent_citations,num_nonpatent_citations,num_claims,num_similar_doc,num_authors,payment_times
US6974896B1,2004,0,1,0,0,0,0,0,6,3,40,19,0,3,2
US6970740B2,2004,0,0,0,0,0,0,0,2,17,34,9,7,3,1
US6967219B2,2004,0,0,0,0,0,0,0,1,5,2,11,3,2,2
US6953671B2,2004,0,0,0,0,0,1,0,14,2,17,20,0,2,0
US6960087B2,2004,0,0,0,0,0,1,0,1,23,13,27,2,1,0
US6969512B2,2004,0,0,0,0,0,0,0,10,79,3,8,7,5,1
US6962899B2,2004,0,0,0,0,0,0,0,4,0,32,20,15,2,2
US6951936B2,2004,0,1,0,0,0,0,0,1,1,4,4,4,1,0
US6956193B2,2004,0,0,0,0,0,0,1,4,7,12,20,18,1,2
US6963862B1,2004,0,0,0,0,0,1,0,1,0,1,40,3,2,0
US6969731B1,2004,0,1,0,0,0,0,0,1,6,66,2,4,2,2
US6956206B2,2004,0,0,0,0,0,0,1,3,6,0,4,10,3,0
US6967067B2,2004,0,0,0,0,0,1,0,21,15,21,63,20,2,1
US6960550B2,2004,0,1,0,0,0,0,0,8,27,11,11,20,7,2
US6953880B2,2004,0,0,0,0,0,0,0,1,0,9,16,1,2,2
US6955802B1,2004,0,1,0,0,0,0,0,8,12,101,5,0,3,2
US6960566B1,2004,0,0,0,0,0,0,0,2,8,56,4,6,1,0
USPP16115P3,2004,0,0,0,0,0,0,0,1,0,9,1,10,1,0
US6962990B1,2004,0,1,0,0,0,0,0,4,0,9,63,4,4,2
US6960678B2,2004,0,1,0,0,0,0,0,4,14,40,3,20,3,0
US6979673B1,2004,0,0,0,0,0,0,0,1,0,51,2,1,2,2
US6979555B2,2004,0,1,0,0,0,0,0,10,5,18,9,2,3,1
US6958238B2,2004,0,1,0,0,0,0,0,1,0,44,7,12,2,0
US6966953B2,2004,0,0,0,0,0,0,1,1,15,13,6,20,2,1
US6951736B2,2004,0,1,0,0,0,0,0,1,1,8,20,9,2,2
US6955745B1,2004,0,1,0,0,0,0,0,2,36,8,26,8,2,0
US6960568B2,2004,0,1,0,0,0,0,0,1,3,37,2,17,3,2
US6962988B2,2004,0,0,0,0,0,0,0,6,6,11,3,6,3,0
US6951915B2,2004,0,1,0,0,0,0,0,3,2,6,5,14,5,2
US6974871B2,2004,0,0,0,0,0,0,0,3,7,15,13,18,1,2
US6951972B1,2004,0,1,0,0,0,0,0,2,4,48,7,3,3,2
US6960559B1,2004,0,1,0,0,0,0,0,11,0,3,9,9,3,2
US6958345B2,2004,0,1,0,0,0,0,0,8,1,24,15,19,4,1
US6958419B2,2004,0,1,0,0,0,0,0,2,1,0,10,7,2,0
USRE38864E1,2004,0,1,0,0,0,0,0,3,28,2,21,14,2,2
US6953683B2,2004,0,0,0,0,0,0,0,5,8,4,13,3,1,1
US6956106B2,2004,0,1,0,0,0,0,0,1,2,0,3,7,5,1
US6953661B1,2004,0,1,0,0,0,0,0,6,5,9,6,2,7,1
US6960440B2,2004,0,1,0,0,0,0,0,2,0,58,8,5,1,0
US6960448B2,2004,0,0,0,0,0,1,0,3,4,15,1,7,2,1
US6951128B2,2004,0,0,0,0,0,1,0,2,11,1,11,0,2,1
US6962688B1,2004,0,1,0,0,0,0,0,3,7,110,6,6,3,2
US6955880B2,2004,0,1,0,0,0,0,0,2,1,1,5,1,3,2
US6972176B2,2004,0,1,0,0,0,0,0,8,6,43,1,19,8,2
US6979732B1,2004,0,1,0,0,0,0,0,3,0,25,16,15,3,0
US6958485B2,2004,0,0,0,0,0,1,0,7,5,2,31,2,3,2
US6969611B2,2004,0,1,0,0,0,0,0,9,14,33,6,5,6,2
US6974664B2,2004,0,1,0,0,0,0,0,1,1,2,4,9,2,0
US6958320B2,2004,0,1,0,0,0,0,0,3,4,46,3,0,2,1
US6951923B2,2004,0,1,0,0,0,0,0,4,7,112,2,0,2,0
US6970635B2,2004,0,0,0,0,0,1,0,2,3,0,17,20,1,2
US6958420B2,2004,0,1,0,0,0,0,0,1,4,2,92,1,5,2
US6969890B2,2004,0,0,0,0,0,0,1,2,14,0,22,18,2,2
US6951724B2,2004,0,1,0,0,0,0,0,4,12,35,33,14,1,2
US6960445B2,2004,0,0,0,0,0,1,0,10,6,76,16,4,1,1
US6957148B2,2004,0,1,0,0,0,0,0,2,5,46,21,8,1,2
US6960682B2,2004,0,1,0,0,0,0,0,4,11,20,53,24,6,2
US6956647B2,2004,0,0,0,0,0,1,0,2,15,0,38,19,6,2
US6962971B2,2004,0,0,0,0,0,1,0,5,8,58,3,1,3,0
US6972245B2,2004,0,0,0,0,0,0,1,9,11,0,13,10,2,1
US6969605B2,2004,0,0,0,0,0,1,0,16,14,3,34,13,10,2
US6962788B2,2004,0,1,0,0,0,0,0,5,1,18,41,3,5,2
US6962975B1,2004,0,0,0,0,0,1,0,7,7,86,3,1,1,0
US6953518B2,2004,1,0,0,0,0,0,0,9,5,0,10,12,1,0
US6962092B2,2004,1,0,0,0,0,0,0,8,2,37,21,0,5,2
US6958386B1,2004,0,1,0,0,0,0,0,4,0,41,1,0,1,2
US6974580B2,2004,0,1,0,0,0,0,0,7,1,13,12,1,3,2
US6979677B1,2004,0,1,0,0,0,0,0,6,2,42,3,1,2,1
US6958151B2,2004,0,1,0,0,0,0,0,6,18,3,15,6,4,2
US6962808B2,2004,0,0,0,0,0,1,0,9,5,0,3,11,5,0
US6967240B1,2004,0,1,0,0,0,0,0,4,0,7,14,3,8,2
US6969900B2,2004,0,0,0,0,0,1,0,1,5,0,25,4,4,2
US6971276B2,2004,0,1,0,0,0,0,0,3,8,3,7,21,2,0
US6972281B2,2004,0,0,0,0,0,0,0,5,4,24,13,20,3,0
US7018401B1,2004,0,0,0,0,0,0,0,35,91,98,77,4,3,2
US6996147B2,2004,0,0,0,0,0,0,1,96,24,50,17,1,13,2
US6985763B2,2004,0,0,0,0,0,0,0,8,2,11,27,10,3,0
US6985953B1,2004,0,0,0,0,0,1,0,11,15,0,39,0,2,2
US7010751B2,2004,0,0,0,0,0,1,0,4,35,21,26,5,1,2
US7020539B1,2004,1,0,0,0,0,0,0,12,14,8,28,17,2,2
US6984208B2,2004,0,0,0,0,0,0,0,7,26,2,22,3,1,1
US6989234B2,2004,1,0,0,0,0,0,0,12,30,37,29,7,2,1
US7008424B2,2004,0,0,0,0,0,0,0,11,107,4,8,5,1,2
US7015037B1,2004,0,0,0,0,0,0,0,12,71,99,5,2,3,2
US6993382B2,2004,0,0,0,0,0,0,0,13,72,54,7,4,5,2
US7019838B2,2004,0,0,0,0,0,1,0,8,3,2,66,5,3,1
US7008563B2,2004,0,1,0,0,0,0,0,19,8,20,53,0,4,2
US6984404B1,2004,0,0,0,0,0,0,0,3,55,38,36,1,4,1
US7010183B2,2004,0,0,0,0,0,1,0,5,7,17,59,12,2,2
US7010340B2,2004,0,0,0,0,0,0,0,16,103,77,38,3,5,2
US7010494B2,2004,0,0,0,0,0,1,0,9,54,10,32,5,4,2
US6986876B2,2004,0,0,0,0,0,1,0,68,2,20,10,1,10,2
US7016719B2,2004,0,0,0,0,0,0,0,17,48,26,21,8,4,2
US7006232B2,2004,0,0,0,0,0,1,0,6,4,0,26,7,5,2
US7001536B2,2004,0,0,0,0,0,0,1,29,74,99,38,5,9,2
US7005292B2,2004,1,0,0,0,0,0,0,49,28,56,51,13,3,2
US6990376B2,2004,0,0,0,0,0,0,0,4,16,0,34,6,2,1
US6985051B2,2004,0,0,0,0,0,0,1,6,8,19,21,8,2,2
US6992994B2,2004,0,0,0,0,0,0,1,4,6,0,16,1,6,2
US7011723B2,2004,0,1,0,0,0,0,0,14,16,18,5,2,4,0
US6998456B1,2004,0,1,0,0,0,0,0,2,3,2,21,0,4,2
US6984522B2,2004,0,0,0,0,0,0,0,18,32,68,38,0,4,2
US7017043B1,2004,0,0,0,0,0,1,0,4,5,26,7,1,1,2
US6981942B2,2004,0,0,0,0,0,0,0,4,5,0,46,15,2,2
US6994907B2,2004,1,0,0,0,0,0,0,21,40,28,56,1,4,2
US6994693B2,2004,0,0,0,0,0,0,0,3,27,0,22,11,1,2
US6987831B2,2004,0,0,0,0,0,0,0,15,3,0,9,2,1,2
US7008540B1,2004,1,0,0,0,0,0,0,7,14,0,20,15,4,2
US6994717B2,2004,0,0,0,0,0,0,0,6,50,66,14,11,3,0
US6992063B2,2004,0,1,0,0,0,0,0,8,1,29,14,0,1,2
US7008535B1,2004,0,1,0,0,0,0,0,8,109,94,17,18,5,2
US7013223B1,2004,0,0,0,0,1,0,0,1,10,41,18,10,3,2
US6991791B2,2004,0,0,0,0,0,0,0,20,37,85,1,4,6,1
US6984934B2,2004,0,0,0,0,0,1,0,6,10,2,16,10,2,2
US7004184B2,2004,1,0,0,0,0,0,0,26,4,0,14,4,2,2
US6995284B2,2004,0,1,0,0,0,0,0,12,33,23,54,3,4,2
US7005454B2,2004,0,0,0,0,0,0,0,4,11,1,29,4,3,2
US7015497B1,2004,0,0,0,0,0,0,1,5,0,71,26,14,1,2
US7009338B2,2004,0,1,0,0,0,0,0,12,37,25,35,4,3,2
US7003177B1,2004,0,0,0,0,0,1,0,3,18,14,65,5,2,2
US7010052B2,2004,0,0,0,0,0,0,1,6,14,7,38,4,6,1
US7016717B2,2004,0,0,0,0,0,0,0,11,16,11,27,1,2,1
US6998500B2,2004,0,1,0,0,0,0,0,3,32,23,24,1,4,1
US6992995B2,2004,0,0,0,0,0,0,1,2,6,0,14,1,4,2
US6986975B2,2004,1,0,0,0,0,0,0,12,102,29,23,0,4,2
US7018985B1,2004,0,0,0,0,0,0,0,9,66,57,38,7,5,1
US7018989B2,2004,0,1,0,0,0,0,0,4,1,9,8,14,2,1
US7008395B1,2004,0,0,0,0,0,0,0,7,56,4,12,10,1,2
US7011647B2,2004,0,0,0,0,0,0,0,23,79,19,62,6,6,1
US6999876B2,2004,0,0,0,0,0,0,0,1,28,7,34,8,3,3
US6991024B2,2004,0,0,0,0,0,0,1,18,113,99,111,6,12,2
US7014994B1,2004,0,1,0,0,0,0,0,3,84,101,17,3,4,2
US7008373B2,2004,0,0,0,0,0,0,0,5,5,2,10,8,3,2
US6984393B2,2004,0,0,0,0,0,0,0,1,6,9,56,6,1,2
US6987856B1,2004,0,0,0,0,0,0,1,5,96,16,28,3,7,2
US6995841B2,2004,0,0,0,0,0,1,0,7,25,60,38,10,4,1
USPP17219P2,2004,0,0,0,0,0,0,0,1,0,0,1,9,1,0
US6991939B2,2004,0,0,0,0,0,1,0,2,19,11,31,12,4,2
US7001556B1,2004,1,0,0,0,0,0,0,5,22,10,20,1,1,1
US7000213B2,2004,0,0,0,0,0,1,0,3,6,3,20,7,4,2
US6993377B2,2004,0,0,0,0,0,0,0,5,1,99,96,1,2,2
US7013708B1,2004,1,0,0,0,0,0,0,3,13,6,33,0,2,0
US6999880B2,2004,0,0,0,0,0,1,0,1,0,24,18,4,1,0
US7019713B2,2004,0,0,0,0,0,0,1,4,16,0,20,8,3,1
US6998785B1,2004,0,0,0,0,0,0,1,1,20,0,20,13,2,2
US6990196B2,2004,0,0,0,0,0,0,1,1,10,2,13,2,4,0
US6989426B2,2004,0,1,0,0,0,0,0,5,1,0,16,7,2,1
US6981947B2,2004,0,0,0,0,0,0,0,10,110,38,36,5,1,2
US6982179B2,2004,0,0,0,0,0,0,1,12,49,30,22,1,2,2
US6991856B2,2004,0,1,0,0,0,0,0,42,26,2,27,18,7,2
US6998980B2,2004,0,0,0,0,0,0,0,2,15,8,19,7,4,2
US6992299B2,2004,0,0,0,0,0,0,1,2,11,30,23,16,4,2
US7015310B2,2004,0,1,0,0,0,0,0,1,33,24,26,7,2,2
US6992484B2,2004,0,0,0,0,0,1,0,1,14,1,21,4,1,2
US7011605B2,2004,0,0,0,0,0,0,0,32,6,0,23,0,1,2
US7008765B1,2004,0,1,0,0,0,0,0,6,12,21,39,11,2,2
US7000395B2,2004,0,0,0,0,1,0,0,2,5,0,7,2,2,2
US7019082B2,2004,0,1,0,0,0,0,0,5,54,31,25,2,2,2
US6993392B2,2004,0,0,0,0,0,0,0,3,66,67,11,3,3,2
US6991855B2,2004,1,0,0,0,0,0,0,73,24,3,1,20,4,2
US7011447B2,2004,0,0,0,0,0,0,0,6,14,0,20,3,1,2
US7011749B2,2004,0,0,0,1,0,0,0,13,6,0,9,11,2,2
US7016606B2,2004,0,0,0,0,0,0,1,2,3,0,16,6,3,1
US7014743B2,2004,0,0,0,0,0,1,0,13,19,4,8,7,6,2
US6984842B1,2004,1,0,0,0,0,0,0,6,21,60,11,5,3,1
US7008004B2,2004,1,0,0,0,0,0,0,1,12,0,12,14,2,1
US7017394B2,2004,0,0,0,0,0,1,0,1,28,10,33,18,1,2
US7011790B2,2004,0,0,0,0,0,0,0,19,71,6,29,17,7,2
US7020083B2,2004,0,0,0,0,0,0,1,18,14,27,23,1,2,2
US6990063B1,2004,0,0,0,0,0,0,1,3,46,7,10,8,4,2
US7006568B1,2004,0,0,0,0,0,0,1,10,3,0,15,4,3,2
US6996508B1,2004,0,0,0,0,0,1,0,2,14,4,41,0,4,2
US6992317B2,2004,1,0,0,0,0,0,0,10,8,0,27,17,2,0
US7002839B2,2004,0,0,0,0,0,1,0,1,13,4,3,9,4,2
US6990153B1,2004,0,0,0,0,0,0,1,4,11,2,40,1,3,0
US7012340B2,2004,0,0,0,0,1,0,0,2,18,0,4,11,1,1
US6999384B2,2004,1,0,0,0,0,0,0,16,8,6,55,5,5,2
US6984369B1,2004,0,1,0,0,0,0,0,15,1,17,20,1,2,2
US7018987B1,2004,0,1,0,0,0,0,0,2,1,19,30,12,2,2
US6986961B1,2004,0,0,0,0,0,0,1,6,10,0,9,10,2,1
US7013296B1,2004,0,0,0,0,0,1,0,4,47,18,35,2,3,2
US7002949B2,2004,0,0,0,0,0,0,1,9,7,2,20,0,2,2
US6997400B1,2004,1,0,0,0,0,0,0,5,7,7,60,23,2,2
US7004678B2,2004,1,0,0,0,0,0,0,7,93,9,16,24,4,2
US7008193B2,2004,0,0,0,0,1,0,0,2,26,21,23,6,5,2
US6995334B1,2004,1,0,0,0,0,0,0,11,27,8,26,15,3,2
US7001587B2,2004,0,0,0,0,0,1,0,4,43,101,14,0,1,2
US6987568B2,2004,0,0,0,0,0,1,0,2,22,2,110,13,1,2
US7056509B2,2004,0,1,0,0,0,0,0,19,71,99,22,10,2,2
US7001608B2,2004,0,0,0,0,0,0,0,9,6,24,10,4,5,1
US7011952B2,2004,0,1,0,0,0,0,0,7,19,99,12,1,2,2
US6982258B2,2004,0,1,0,0,0,0,0,1,2,34,42,12,6,2
US7001609B1,2004,0,0,0,0,0,0,0,4,17,3,9,6,7,1
US6983924B2,2004,0,0,0,0,1,0,0,7,24,0,56,4,9,2
US7016833B2,2004,0,0,0,0,0,1,0,1,25,4,45,6,4,1
US7006861B2,2004,0,0,0,0,0,0,0,10,20,0,32,4,3,2
US6997971B1,2004,1,0,0,0,0,0,0,7,29,12,28,14,3,2
US6986818B2,2004,0,1,0,0,0,0,0,21,10,0,9,0,4,1
US6982005B2,2004,0,1,0,0,0,0,0,1,5,0,12,16,2,2
US6988058B1,2004,0,0,0,0,0,1,0,4,12,3,64,0,2,2
US7002910B2,2004,0,0,0,0,0,0,1,3,5,0,12,1,2,2
USRE38972E1,2004,0,0,0,0,0,0,0,5,29,0,34,7,1,2
US6988610B2,2004,0,0,0,0,0,1,0,6,49,8,70,7,5,2
US7018850B2,2004,0,1,0,0,0,0,0,10,5,16,98,7,4,2
US6982675B2,2004,0,0,0,0,0,0,1,4,2,0,5,13,3,1
US6996480B2,2004,0,0,0,0,0,1,0,15,11,5,27,6,3,2
US6996476B2,2004,0,0,0,0,0,1,0,2,5,75,20,1,1,2
US7000300B2,2004,1,0,0,0,0,0,0,13,8,5,20,23,1,0
US6995265B2,2004,0,1,0,0,0,0,0,2,2,3,19,20,2,1
US7005195B2,2004,1,0,0,0,0,0,0,11,13,2,15,5,6,1
US6988994B2,2004,0,0,0,0,0,0,0,14,45,4,32,12,2,2
US7005237B2,2004,0,0,0,0,0,0,1,4,8,0,22,1,1,1
US6994986B2,2004,0,1,0,0,0,0,0,3,9,19,6,1,2,2
US7001791B2,2004,0,0,0,0,0,0,1,13,2,14,8,17,3,1
US7057076B2,2004,0,1,0,0,0,0,0,9,99,99,16,17,3,2
US6987906B2,2004,0,0,0,0,0,1,0,6,4,1,23,15,5,0
US7002013B1,2004,0,1,0,0,0,0,0,2,1,0,26,3,5,2
US7001393B2,2004,0,0,0,0,0,0,0,16,1,2,18,14,2,2
US6985483B2,2004,0,0,0,0,0,0,1,5,39,16,20,2,2,0
US6984374B2,2004,0,1,0,0,0,0,0,4,5,17,10,2,3,1
US6984734B2,2004,0,1,0,0,0,0,0,2,69,45,10,2,4,2
US7011694B1,2004,1,0,0,0,0,0,0,15,39,0,40,3,1,1
US7005511B2,2004,0,1,0,0,0,0,0,5,8,42,44,8,3,2
US6990350B2,2004,0,0,0,0,0,0,1,4,4,0,32,6,3,2
US7007035B2,2004,0,0,0,0,0,1,0,3,28,17,4,1,2,2
US7009209B2,2004,0,0,0,0,0,0,1,14,10,7,34,6,2,2
US6999657B2,2004,0,0,0,0,0,1,0,3,2,24,34,11,1,2
US6995445B2,2004,0,0,0,0,0,0,1,9,26,27,38,4,3,2
US7014796B2,2004,0,1,0,0,0,0,0,9,34,10,33,7,4,2
US7012274B2,2004,1,0,0,0,0,0,0,14,45,10,37,16,1,2
US6995148B2,2004,0,1,0,0,0,0,0,4,8,12,17,4,2,1
US7001602B2,2004,0,0,0,0,0,0,0,4,6,13,13,0,1,2
US6997039B2,2004,1,0,0,0,0,0,0,8,23,18,30,0,2,1
US6996074B2,2004,0,0,0,0,0,0,1,2,9,7,18,5,2,2
US7018792B2,2004,0,1,0,0,0,0,0,11,1,0,2,14,6,1
US7006039B2,2004,0,0,0,0,0,0,1,12,13,9,17,5,6,1
US6997558B2,2004,0,0,0,0,0,0,1,2,6,0,30,19,2,2
US7015646B2,2004,0,0,0,0,0,1,0,10,50,61,84,13,4,2
US6995987B2,2004,0,0,0,0,0,0,1,9,5,0,67,19,3,2
US7006028B2,2004,0,0,0,0,0,0,1,3,10,0,11,16,1,2
US7005050B2,2004,0,0,0,0,0,1,0,3,5,2,10,6,3,1
US6987910B2,2004,0,0,0,0,0,1,0,3,7,0,15,13,3,1
US7006124B2,2004,0,0,0,0,0,1,0,1,10,16,11,5,2,2
US7002342B2,2004,0,0,0,0,0,0,0,3,10,7,5,7,4,2
US7001578B2,2004,0,1,0,0,0,0,0,9,26,63,1,4,5,1
US7002754B2,2004,1,0,0,0,0,0,0,2,10,0,31,14,3,2
US7011146B2,2004,0,0,0,0,0,0,1,4,9,0,2,8,1,2
US7011897B2,2004,0,1,0,0,0,0,0,9,17,13,73,0,8,2
US7012249B2,2004,0,0,0,0,0,1,0,6,6,0,20,12,2,1
US6995336B2,2004,1,0,0,0,0,0,0,5,12,2,39,5,6,1
US7020201B2,2004,0,0,0,0,0,0,1,2,13,7,23,16,4,2
US6998040B2,2004,0,0,0,0,0,1,0,2,8,33,16,2,2,2
US6998681B2,2004,0,0,0,0,0,0,1,7,3,2,12,25,1,2
US6982277B2,2004,0,0,0,0,0,0,0,7,12,16,5,14,3,2
US7002148B2,2004,0,0,0,0,0,0,1,8,55,63,16,14,2,2
US6982249B1,2004,0,1,0,0,0,0,0,3,18,22,12,5,2,1
US7009636B2,2004,0,0,0,0,0,0,1,5,16,18,30,1,2,2
US7005274B1,2004,0,0,0,0,0,1,0,8,17,107,6,1,7,0
US7008607B2,2004,0,1,0,0,0,0,0,16,22,4,11,1,5,2
US7006918B2,2004,0,0,0,1,0,0,0,1,9,0,12,7,5,2
US7014661B2,2004,0,0,0,0,0,0,0,42,23,0,5,7,4,2
US6992070B2,2004,0,0,0,0,0,0,0,1,8,28,37,2,4,2
US6999221B1,2004,0,0,0,0,0,1,0,5,30,3,83,13,6,2
US7006747B2,2004,0,0,0,0,0,1,0,5,25,7,24,16,3,0
US6996521B2,2004,0,0,0,0,0,0,1,11,5,6,15,0,2,1
US7008645B2,2004,0,0,0,0,0,0,0,9,32,28,17,7,2,2
US7005893B1,2004,0,0,0,0,0,0,1,1,16,1,29,18,4,1
US7006267B2,2004,0,0,0,0,0,1,0,2,2,3,21,0,5,2
US7014749B2,2004,0,0,0,0,0,0,0,24,16,7,29,8,1,0
US7015779B2,2004,0,0,0,0,0,0,1,5,21,12,21,21,7,2
US6989428B1,2004,0,1,0,0,0,0,0,8,15,84,36,17,3,1
US6984635B1,2004,0,1,0,0,0,0,0,1,40,86,5,4,3,2
US7018852B2,2004,0,0,0,0,0,1,0,6,14,49,51,0,3,2
US6995407B2,2004,0,0,0,0,0,0,1,10,25,12,46,15,2,2
US6991749B2,2004,0,0,0,0,0,0,1,12,15,0,5,2,2,2
US7005262B2,2004,0,1,0,0,0,0,0,13,58,101,40,19,7,2
US7005935B2,2004,0,0,0,0,0,0,0,3,57,3,17,14,1,2
US7015997B2,2004,1,0,0,0,0,0,0,6,13,0,5,8,2,2
US7008749B2,2004,1,0,0,0,0,0,0,18,22,16,75,6,1,2
US7009092B1,2004,0,1,0,0,0,0,0,2,2,25,15,6,4,1
US7006514B2,2004,0,0,0,0,0,0,1,5,17,11,32,7,3,1
US7016048B2,2004,0,0,0,0,0,0,0,15,1,0,32,1,2,2
US7018723B2,2004,0,0,0,0,0,0,1,17,25,12,17,0,3,2
US6991897B2,2004,0,1,0,0,0,0,0,3,5,7,17,3,4,2
US7016781B1,2004,0,0,0,0,0,1,0,3,2,0,26,12,1,0
US7008567B2,2004,1,0,0,0,0,0,0,7,19,24,10,8,2,2
US7011884B1,2004,0,1,0,0,0,0,0,14,23,1,5,1,3,1
US7009185B2,2004,0,0,0,0,0,1,0,6,2,1,8,7,4,2
US7019955B2,2004,0,0,0,0,0,0,1,2,16,3,34,8,4,2
US7017412B2,2004,1,0,0,0,0,0,0,6,24,0,33,23,3,2
US7003403B1,2004,0,0,0,0,0,1,0,2,15,55,81,0,4,1
US6998103B1,2004,0,0,1,0,0,0,0,5,19,19,13,1,3,1
US6987676B2,2004,0,0,0,0,0,0,1,3,3,13,10,11,3,2
US7003470B1,2004,0,0,0,0,0,1,0,4,11,1,12,2,3,2
US6999222B2,2004,1,0,0,0,0,0,0,4,1,18,66,3,4,2
US7005209B1,2004,0,0,0,0,0,0,1,5,44,0,36,13,3,1
US6984487B1,2004,1,0,0,0,0,0,0,18,15,106,26,2,8,2
US7016440B1,2004,0,0,0,0,0,0,1,4,12,17,5,5,2,2
US6998616B2,2004,0,0,0,0,0,1,0,12,33,7,34,10,7,2
US7008200B2,2004,0,0,0,0,1,0,0,20,23,3,7,21,7,2
US7019117B2,2004,0,0,0,0,0,0,0,2,7,10,22,13,2,2
US7002341B2,2004,0,0,0,0,0,1,0,1,22,37,33,7,5,1
US6991903B2,2004,0,1,0,0,0,0,0,18,100,99,28,15,4,2
US7020123B2,2004,0,0,0,0,0,0,1,5,24,2,8,1,6,2
US7016045B2,2004,0,0,0,0,0,1,0,2,9,8,22,5,1,2
US7009859B2,2004,0,0,0,0,0,0,1,3,7,0,20,1,2,2
US7020559B1,2004,0,1,0,0,0,0,0,2,13,16,13,1,2,2
US7015471B2,2004,0,0,0,0,0,1,0,2,26,21,81,3,2,0
US6982324B1,2004,0,0,0,0,0,0,0,8,0,1,6,21,3,2
US7014710B2,2004,0,1,0,0,0,0,0,3,1,0,21,12,5,2
US7014889B2,2004,0,1,0,0,0,0,0,7,9,1,35,18,6,2
US6984389B2,2004,0,0,0,0,0,0,0,3,24,111,72,9,1,2
US7016885B1,2004,0,0,0,0,0,1,0,4,17,13,11,11,3,2
US7018833B2,2004,0,1,0,0,0,0,0,4,15,51,24,4,2,1
US7012448B2,2004,0,0,0,0,0,0,1,2,23,17,40,15,1,2
US6984400B2,2004,0,0,0,0,0,0,0,7,30,41,14,3,2,2
US7005626B2,2004,0,0,0,0,0,0,1,2,5,0,19,9,3,2
US6982515B2,2004,1,0,0,0,0,0,0,12,13,0,33,1,4,2
US7011845B2,2004,0,0,0,0,0,0,0,3,9,38,13,5,2,1
US7005072B2,2004,0,1,0,0,0,0,0,8,10,0,8,14,2,2
US6998219B2,2004,0,0,0,0,0,1,0,7,43,99,16,5,1,2
US6995714B2,2004,0,0,0,0,0,0,1,5,11,1,11,15,2,1
US6992298B2,2004,0,1,0,0,0,0,0,13,28,62,15,10,2,1
US7001883B1,2004,0,1,0,0,0,0,0,2,8,41,20,8,3,2
US6987163B2,2004,0,0,0,0,0,0,1,16,13,2,11,3,3,2
US6989275B2,2004,0,1,0,0,0,0,0,7,101,91,4,13,1,0
US7019135B2,2004,0,1,0,0,0,0,0,3,1,12,26,12,3,0
US7012895B1,2004,0,0,0,0,0,0,1,2,33,8,18,7,1,0
US6994894B2,2004,0,1,0,0,0,0,0,10,13,0,34,10,1,0
US6988057B2,2004,0,0,0,0,0,1,0,2,0,15,11,2,2,1
US6985553B2,2004,0,0,0,0,0,0,1,1,23,7,15,8,3,1
US7018641B1,2004,0,0,0,0,0,0,0,5,5,5,1,5,4,0
US7019196B1,2004,0,0,0,0,0,0,0,5,38,34,53,11,1,2
US7015041B2,2004,1,0,0,0,0,0,0,38,85,88,10,14,7,2
US6989397B1,2004,0,1,0,0,0,0,0,6,10,50,10,3,3,0
US6989435B2,2004,0,0,0,0,0,0,0,5,85,104,2,10,2,2
US7005445B2,2004,0,1,0,0,0,0,0,3,9,45,14,0,4,2
US7005298B1,2004,0,0,0,0,0,0,0,3,1,10,23,1,4,0
US6987025B1,2004,0,1,0,0,0,0,0,5,2,67,22,0,3,1
US6989196B2,2004,1,0,0,0,0,0,0,2,13,9,36,5,3,2
US7011791B2,2004,0,0,0,0,1,0,0,34,39,39,13,4,6,2
US6995188B2,2004,0,1,0,0,0,0,0,1,4,46,30,10,6,2
US7001687B1,2004,0,0,0,0,0,0,1,4,46,0,28,9,3,1
US7001721B1,2004,0,1,0,0,0,0,0,2,8,13,17,1,3,2
US7005179B2,2004,0,0,0,0,0,0,1,20,29,1,7,3,6,2
US7019309B2,2004,0,0,0,0,0,1,0,4,14,14,17,4,2,2
US6995187B1,2004,0,1,0,0,0,0,0,1,100,102,12,18,2,2
US7006863B2,2004,0,0,0,0,0,0,0,2,13,13,44,1,2,2
US7015336B2,2004,0,0,0,0,0,0,1,24,41,20,14,6,2,1
US7008539B2,2004,0,1,0,0,0,0,0,7,38,0,18,19,3,2
US6995076B2,2004,0,1,0,0,0,0,0,11,4,7,19,6,2,2
US7004171B2,2004,0,0,0,0,0,0,0,2,12,1,8,17,3,2
US6991741B2,2004,1,0,0,0,0,0,0,5,0,1,27,2,3,0
US7002877B2,2004,0,0,0,0,0,1,0,2,18,0,20,0,2,1
US6987549B2,2004,0,0,0,0,0,1,0,3,2,7,14,17,5,2
US6989324B2,2004,1,0,0,0,0,0,0,7,1,20,24,5,5,2
US6999239B1,2004,0,0,0,0,0,1,0,7,15,0,9,22,3,2
US6984372B2,2004,0,1,0,0,0,0,0,27,1,0,77,11,4,0
US6987109B2,2004,0,1,0,0,0,0,0,1,49,100,70,20,2,2
US6987488B1,2004,0,0,0,0,0,0,1,3,6,14,26,17,3,0
US7003180B2,2004,0,0,0,0,0,0,1,4,3,2,31,6,5,2
US7011965B2,2004,0,0,0,0,0,0,0,5,11,9,12,15,1,2
US6998517B1,2004,0,1,0,0,0,0,0,7,6,40,45,2,2,2
US6989569B1,2004,0,0,0,0,0,0,1,3,6,1,12,9,2,1
US7005923B2,2004,0,0,0,0,0,0,1,3,9,0,5,14,2,2
US6993173B2,2004,0,0,0,0,0,1,0,3,23,14,37,6,2,2
